ID,Name,Latitude,Longitude,Georeferencing_S_N,Still_Exists_,aggregationMethod,HasData,ORIGINAL_OID,sourceCountry,apportionmentConfidence,populationToPolygonSizeRating,areaType,bufferUnits,bufferUnit,bufferRadii,populationtotals_POPDENS_CY,populationtotals_TOTPOP_CY,Generations_GENBASE_CY,F5yearincrements_MEDAGE_CY,AgeDependency_SENIOR_CY_P,presenceofchildren_HU18HWF10_P,KeyUSFacts_MEDVAL_CY,KeyUSFacts_PCI_CY,raceandhispanicorigin_WHITE_CY_P,raceandhispanicorigin_BLACK_CY_P,raceandhispanicorigin_AMERIND_CY_P,raceandhispanicorigin_ASIAN_CY_P,raceandhispanicorigin_PACIFIC_CY_P,raceandhispanicorigin_OTHRACE_CY_P,raceandhispanicorigin_RACE2UP_CY_P,raceandhispanicorigin_DIVINDX_CY,raceandhispanicorigin_RACEBASECY,Policy_TOTHU_CY,disability_ACSHHDIS_P,households_ACSHHBPOV_P,householdincome_MEDHINC_CY
20,"Catholic Cemetery, Willamsburg",40.720886200000002,-73.960661799999997,19,No,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,1,11,US,2.576000000000000,2.191000000000000,RingBuffer,esriMeters,Meters,500.000000000000000,40418.599999999998545,12229.000000000000000,12229.000000000000000,34.899999999999999,4.480000000000000,38.509999999999998,1599570.000000000000000,125917.000000000000000,66.549999999999997,3.160000000000000,0.480000000000000,12.190000000000000,0.080000000000000,5.920000000000000,11.609999999999999,64.799999999999997,12228.000000000000000,7386.000000000000000,7.210000000000000,7.620000000000000,173153.000000000000000
14,"Public Burial Ground,Brooklyn",40.691823700000000,-73.989997399999993,20,No,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,1,12,US,2.576000000000000,2.191000000000000,RingBuffer,esriMeters,Meters,500.000000000000000,52683.900000000001455,15940.000000000000000,15940.000000000000000,34.600000000000001,7.790000000000000,42.030000000000001,1269333.000000000000000,119738.000000000000000,63.829999999999998,6.090000000000000,0.210000000000000,16.340000000000000,0.030000000000000,2.890000000000000,10.609999999999999,62.700000000000003,15939.000000000000000,9274.000000000000000,9.760000000000000,9.300000000000001,179185.000000000000000
19,St. Paul's Churchyard Cobble Hill,40.687592199999997,-73.994168900000005,21,Yes,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,1,13,US,2.576000000000000,2.191000000000000,RingBuffer,esriMeters,Meters,500.000000000000000,56071.699999999997090,16965.000000000000000,16965.000000000000000,35.799999999999997,10.410000000000000,46.140000000000001,1723192.000000000000000,110949.000000000000000,72.840000000000003,3.480000000000000,0.310000000000000,8.779999999999999,0.010000000000000,3.250000000000000,11.320000000000000,55.000000000000000,16965.000000000000000,8749.000000000000000,11.080000000000000,8.010000000000000,182679.000000000000000
23,"St. Andrew's Churchyard, Harlem",40.806524300000000,-73.937458000000007,22,No,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,1,14,US,2.576000000000000,2.191000000000000,RingBuffer,esriMeters,Meters,500.000000000000000,44685.500000000000000,13520.000000000000000,13520.000000000000000,37.600000000000001,15.670000000000000,49.600000000000001,758333.000000000000000,30240.000000000000000,14.170000000000000,50.759999999999998,1.390000000000000,3.700000000000000,0.130000000000000,18.980000000000000,10.869999999999999,82.400000000000006,13519.000000000000000,6498.000000000000000,24.719999999999999,29.379999999999999,40347.000000000000000
26,First Presbyterian Church of Newtown Cemetery,40.736319399999999,-73.876150199999998,23,No,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,1,15,US,2.576000000000000,2.191000000000000,RingBuffer,esriMeters,Meters,500.000000000000000,61634.300000000002910,18648.000000000000000,18648.000000000000000,40.500000000000000,16.500000000000000,46.450000000000003,905442.000000000000000,35642.000000000000000,8.560000000000000,1.390000000000000,1.060000000000000,68.280000000000001,0.060000000000000,13.840000000000000,6.820000000000000,67.700000000000003,18649.000000000000000,7159.000000000000000,16.770000000000000,10.930000000000000,73065.000000000000000
97,"African Burial Ground, Elmhurst",40.742414799999999,-73.874569899999997,24,No,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,1,16,US,2.576000000000000,2.191000000000000,RingBuffer,esriMeters,Meters,500.000000000000000,93337.199999999997090,28240.000000000000000,28240.000000000000000,39.000000000000000,13.270000000000000,56.070000000000000,769893.000000000000000,25393.000000000000000,7.420000000000000,1.360000000000000,2.810000000000000,47.340000000000003,0.030000000000000,32.479999999999997,8.570000000000000,82.700000000000003,28242.000000000000000,9316.000000000000000,19.480000000000000,10.960000000000001,62352.000000000000000
68,"African Burial Ground, Flatbush",40.650318499999997,-73.956118300000000,25,No,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,1,17,US,2.576000000000000,2.191000000000000,RingBuffer,esriMeters,Meters,500.000000000000000,72270.199999999997090,21866.000000000000000,21866.000000000000000,36.600000000000001,14.520000000000000,54.350000000000001,861607.000000000000000,38322.000000000000000,12.190000000000000,64.799999999999997,0.690000000000000,3.040000000000000,0.070000000000000,9.240000000000000,9.960000000000001,67.200000000000003,21866.000000000000000,9588.000000000000000,14.539999999999999,17.289999999999999,68480.000000000000000
9,First Reformed Dutch Church of Brooklyn cemetery,40.690526900000002,-73.986157599999999,26,No,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,1,18,US,2.576000000000000,2.191000000000000,RingBuffer,esriMeters,Meters,500.000000000000000,60084.099999999998545,18179.000000000000000,18179.000000000000000,33.600000000000001,5.870000000000000,45.500000000000000,1355943.000000000000000,110941.000000000000000,52.979999999999997,9.990000000000000,0.240000000000000,22.449999999999999,0.040000000000000,3.670000000000000,10.630000000000001,71.400000000000006,18180.000000000000000,11218.000000000000000,9.529999999999999,13.670000000000000,165403.000000000000000
161,Union Cemetery,40.696688100000003,-73.912093600000006,27,No,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,1,19,US,2.576000000000000,2.191000000000000,RingBuffer,esriMeters,Meters,500.000000000000000,66849.800000000002910,20226.000000000000000,20226.000000000000000,32.799999999999997,9.900000000000000,60.609999999999999,1082386.000000000000000,35232.000000000000000,21.520000000000000,14.480000000000000,2.240000000000000,7.830000000000000,0.060000000000000,39.659999999999997,14.210000000000001,86.900000000000006,20226.000000000000000,7768.000000000000000,20.489999999999998,21.070000000000000,73392.000000000000000
21,Bay Ridge Methodist Church Cemetery,40.634627299999998,-74.017742100000007,28,No,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,1,20,US,2.576000000000000,2.191000000000000,RingBuffer,esriMeters,Meters,500.000000000000000,44265.699999999997090,13393.000000000000000,13393.000000000000000,35.899999999999999,12.789999999999999,56.649999999999999,1183891.000000000000000,31737.000000000000000,31.520000000000000,2.260000000000000,0.960000000000000,41.509999999999998,0.010000000000000,15.690000000000000,8.029999999999999,80.799999999999997,13392.000000000000000,4626.000000000000000,19.070000000000000,19.250000000000000,72389.000000000000000
